scenario,dt_minutes,duration_hours,setpoint_c,initial_zone_c,outdoor_c,outdoor_amplitude_c,outdoor_peak_hour,internal_load_w,occupied_load_add_w,occupied_start_hour,occupied_end_hour,door_open_hour,door_open_duration_minutes,door_open_load_w,setpoint_change_hour,setpoint_after_c,c_zone_j_per_k,c_wall_j_per_k,r_out_zone_k_per_w,r_zone_wall_k_per_w,r_out_wall_k_per_w,cooling_capacity_w,actuator_delay_minutes,actuator_tau_minutes,sensor_noise_std_c,sensor_filter_tau_minutes,command_slew_rate_per_minute,command_quantization,minimum_running_command,minimum_on_minutes,minimum_off_minutes
15,1.0,5.0,24.65470686631479,26.13262716167856,35.561467899601595,1.9372407322607237,7.973001700606356,702.1316488322371,0.0,1.0,4.0,2.9401871818771337,36.77627303044069,2316.7408757654375,,,2884232.3424667427,10648738.35349807,0.01107141370126674,0.008634564975148286,0.016927195293934376,9237.038449511772,5.250808504862684,8.80042761601559,0.06766292750329972,2.0,0.05,0.01,0.25,5.0,3.0
16,1.0,5.0,22.69950486632077,18.826650206507296,29.150811697877273,0.07075450674651407,3.516612067714738,1078.165212216868,0.0,1.0,4.0,,0.0,0.0,0.24687583358899165,21.615976957128073,1554998.2992832859,15548934.54834479,0.018384068348193512,0.009777226555811085,0.02476007151886739,5880.699578769132,8.75657065451892,6.147808046936833,0.04532515672914155,2.0,0.05,0.01,0.25,5.0,3.0
17,1.0,5.0,23.638761056012665,23.7770995706636,33.83412256524271,1.3567113038875505,3.93821807754924,1773.7911242851612,2563.8714034990767,0.8853794852338586,4.596957871301475,,0.0,0.0,,,2957763.015523169,9262957.723764963,0.01809559024420744,0.009366886376245886,0.024578544242866263,8774.807852056007,7.068694891805689,7.422530140094315,0.05433697232817419,2.0,0.05,0.01,0.25,5.0,3.0
18,1.0,5.0,24.10599392664055,22.434338625894153,35.577250150922566,2.4221124230864373,3.203640343921971,1261.2841969505132,0.0,1.0,4.0,,0.0,0.0,,,1695884.2268200268,12945856.50632788,0.012218397395884876,0.006592147304267358,0.02063305634210085,6494.625208920246,2.7464802480767876,4.222796471880513,0.05789614727078846,2.0,0.05,0.01,0.25,5.0,3.0
19,1.0,5.0,24.715300735577976,22.364341562159066,30.709208402296056,2.940590860054364,2.674434448955474,1481.2837502178918,0.0,1.0,4.0,,0.0,0.0,,,2857018.0820628554,11110285.738448555,0.017804467169546343,0.008917078473223206,0.019411594211769714,6801.532870192017,8.573234087306638,3.600958502900605,0.028711931657592976,2.0,0.05,0.01,0.25,5.0,3.0
20,1.0,5.0,24.677858371586588,25.037852095388914,31.5079553257169,3.073657507963982,4.4698768994413305,787.002488666781,0.0,1.0,4.0,3.2914508556548627,17.40503732426515,3046.8355677068616,,,3011987.9286691905,10761255.122846732,0.011848509350549347,0.008573357353122568,0.023615374742292833,5351.149237893671,4.3599649289552636,4.97638181998089,0.06170687476336246,2.0,0.05,0.01,0.25,5.0,3.0
21,1.0,5.0,24.517554397552995,27.31241718641808,29.720486241343036,0.7451786824136872,7.49278638274345,1655.4339656118082,0.0,1.0,4.0,,0.0,0.0,,,3020627.921593552,7537679.637131214,0.008784508939358142,0.009310325776932585,0.021917398617202367,8341.391889506138,10.948938443589125,5.549164731157123,0.040050864931735576,2.0,0.05,0.01,0.25,5.0,3.0
22,1.0,5.0,23.15200975163773,22.878419656688177,35.7525956192489,1.4403088822429122,6.584180530630812,660.6509441930601,0.0,1.0,4.0,3.001098828387784,40.54962371507227,3992.051667674509,,,1269182.4751024845,21897066.4527736,0.01822375343252647,0.010151552854931002,0.026803925369328355,5506.563770144847,5.396387420723148,9.885350864758912,0.07068106041292818,2.0,0.05,0.01,0.25,5.0,3.0
23,1.0,5.0,23.798331147292824,26.540289738851293,34.059654457662276,1.8240814515917838,7.379243142296005,1169.7147408250935,0.0,1.0,4.0,,0.0,0.0,3.0283022546451184,25.195640452663586,1435528.7811755585,15887518.825834304,0.01766590469295453,0.007729745767175147,0.017319591424622405,6952.934893826467,4.4369644591873865,4.113785513176477,0.05500414402977624,2.0,0.05,0.01,0.25,5.0,3.0
24,1.0,5.0,24.48752935784298,24.623535753567545,36.049588930449296,3.3602482095916164,7.124054428051071,1664.3429528238692,0.0,1.0,4.0,0.9369160441083653,26.85310291830765,2070.520780134888,,,2250620.6603891994,9681424.39002645,0.019806358775417032,0.006039693274480647,0.020217699727254207,8576.275090470424,3.857185520418465,2.71712295270134,0.03720709945300431,2.0,0.05,0.01,0.25,5.0,3.0
25,1.0,5.0,24.77932298919273,27.3366184486807,29.20612845958891,2.066018438014001,6.102106240037262,735.5406902082718,0.0,1.0,4.0,,0.0,0.0,1.8662413310705361,26.65066932578266,1731667.706189136,19811788.994626295,0.016105128665805248,0.008655707092989644,0.013751596547017492,5961.17545789721,4.849100019715659,2.6514331489689233,0.026165593403372007,2.0,0.05,0.01,0.25,5.0,3.0
26,1.0,5.0,23.34601683493779,23.064484472983324,30.79882506345668,2.245500968278683,5.418165646842848,1830.6394336321482,964.6973873751065,1.314946888646848,3.9280762155592646,,0.0,0.0,,,2661718.4772313433,8487107.162851045,0.01554298624863884,0.010009361535633143,0.030520855947371157,9970.303075088053,8.50728887004962,4.477294460510744,0.055630848960409006,2.0,0.05,0.01,0.25,5.0,3.0
27,1.0,5.0,24.009747960150737,23.87085295704856,34.54429412716168,0.5091098381632442,3.1547809698099942,1328.8535110745368,0.0,1.0,4.0,3.3053453488102162,34.33142706835423,3921.7365460715278,,,1353186.1846919633,19854089.3647049,0.018307997239533504,0.010365220222831989,0.03112857473630624,8175.992870953609,4.015634614520156,8.630072931187302,0.07257933195110236,2.0,0.05,0.01,0.25,5.0,3.0
28,1.0,5.0,22.55424960791477,19.147548259873187,37.03630064898259,1.4087440433639358,2.5802245635904737,783.869306991423,0.0,1.0,4.0,,0.0,0.0,,,2293292.8198263473,9161870.059680117,0.018396844500952685,0.009927717958578854,0.026259267793449063,6343.0132646893835,7.781312470405016,7.150919418922392,0.07290438474506536,2.0,0.05,0.01,0.25,5.0,3.0
29,1.0,5.0,24.130035501031728,27.3553483431173,34.37088924067704,1.7842678345394811,7.082901478195216,678.6963364215696,0.0,1.0,4.0,,0.0,0.0,2.7191515008275786,25.05812934811999,1429714.8725306182,8254726.525850306,0.019791201119195564,0.010013493829964745,0.024624101944780208,4650.50978265494,5.762646852809279,7.130433839687463,0.030773730114748262,2.0,0.05,0.01,0.25,5.0,3.0
30,1.0,5.0,24.555595630777688,20.284419160878418,38.69627347813095,3.210087206174983,5.775357526946062,1730.3019113632652,0.0,1.0,4.0,,0.0,0.0,0.3242183588483761,23.631838169764023,2408158.8562758463,16950827.29520469,0.016518264191979992,0.004794632558520812,0.01368050225805263,9824.767893816886,10.310967225303575,5.5772289285328585,0.03630356728951416,2.0,0.05,0.01,0.25,5.0,3.0
31,1.0,5.0,22.557855409195227,22.587178696439647,35.042341469761325,1.6771877321136868,5.568109222929671,1327.8196990314193,0.0,1.0,4.0,,0.0,0.0,2.7778250198271897,20.411964226564187,1950442.8277195478,10689553.947255416,0.015740340126833573,0.007671410815290939,0.013907500082595435,5653.232244198117,4.237019055542534,6.210880251196834,0.04273697969284983,2.0,0.05,0.01,0.25,5.0,3.0
32,1.0,5.0,24.308256629044955,19.851261757862456,35.17072171951282,2.064970925537136,5.630337522979108,629.7896103295086,0.0,1.0,4.0,,0.0,0.0,0.3691125609531971,23.43286261946077,1976076.3578082253,18651454.181053817,0.011923266641468692,0.00666000100754917,0.019800101657097096,4859.940199727213,6.692101813495091,8.910634751800618,0.03889764914905832,2.0,0.05,0.01,0.25,5.0,3.0
33,1.0,5.0,25.364076863222827,29.075827227810606,37.56903870557692,0.46065535532907004,7.070445925247317,1757.6339852765998,0.0,1.0,4.0,,0.0,0.0,3.6348445134349383,26.961683670225817,2858467.9949615165,14642751.620378021,0.00913927370489343,0.0044835435750811715,0.025474621522246464,7556.4493316462185,4.392355909367873,2.381944543017961,0.03526991873485431,2.0,0.05,0.01,0.25,5.0,3.0
34,1.0,5.0,23.79053083402186,19.950895609976147,36.36509496751036,1.7955125398777296,6.355096523306523,609.0311016231458,0.0,1.0,4.0,,0.0,0.0,0.24963028699816822,22.808967358746685,2611556.0024110973,20730284.27283172,0.010505672722765702,0.008359802899305123,0.02678571164875669,4990.035867911716,5.262728836411326,2.47731243333207,0.06253041991637581,2.0,0.05,0.01,0.25,5.0,3.0
35,1.0,5.0,23.05586596416554,24.631605980014562,32.40023263773689,0.6279210964850128,4.07636863467487,1278.4888313689762,0.0,1.0,4.0,,0.0,0.0,,,2584376.6911627934,8324635.661046927,0.015697095856262427,0.007641938067418853,0.01507082414880083,8191.413801909279,4.965215920764578,6.475971499140223,0.04937182274902399,2.0,0.05,0.01,0.25,5.0,3.0
36,1.0,5.0,24.567779041008663,25.453164884607535,29.06269845326218,0.47867418039903536,4.513421905479111,718.4274278140464,2248.140218766658,2.1489869281905865,3.2735474629796073,,0.0,0.0,,,2009989.5386352972,16595890.8749277,0.008929322010343804,0.0069750524355865744,0.030557067251163774,6630.792713311604,9.454781475284426,9.450418154899122,0.06390899088460597,2.0,0.05,0.01,0.25,5.0,3.0
37,1.0,5.0,25.29487664834823,27.26511294071937,31.645494240679408,1.5410971351586564,3.43738377097714,466.0081692734059,0.0,1.0,4.0,,0.0,0.0,,,1426575.7979697343,9074173.016835742,0.012302810460300156,0.008895613851930769,0.017153214064787987,6227.59604311707,2.2238136597380924,5.610097530674779,0.02577752349211075,2.0,0.05,0.01,0.25,5.0,3.0
38,1.0,5.0,22.883167168344826,18.561714369524225,30.959834077271164,3.0667658283824486,4.806381300884577,592.7205815635631,0.0,1.0,4.0,,0.0,0.0,0.28054082744505626,21.70750470841736,2198146.9974600766,21355158.803234622,0.014804686691433842,0.004895136532661996,0.023536181651889053,7911.9521432076845,7.118224574598235,6.254916933140872,0.05838462107268687,2.0,0.05,0.01,0.25,5.0,3.0
39,1.0,5.0,22.592847408912363,21.12236518266981,34.62253487788189,2.7148999158581772,3.351243139943551,365.80197055509507,0.0,1.0,4.0,,0.0,0.0,,,1798038.765139727,12674089.671083666,0.010112543933706565,0.008498205929091535,0.020784817853285766,8794.829007491457,5.714370832039608,2.4334453269541987,0.060784995211340516,2.0,0.05,0.01,0.25,5.0,3.0
40,1.0,5.0,25.47456579281387,26.447118444046694,32.60585984092054,0.9503361693307485,7.7122369442451335,1771.3411065020277,0.0,1.0,4.0,,0.0,0.0,2.13343462894134,23.95283405606509,2912803.110205418,13248618.443106718,0.015321480997287265,0.00630900684675364,0.01565042744924456,4503.397901482779,6.567710177898019,5.963996828107225,0.07110892940076669,2.0,0.05,0.01,0.25,5.0,3.0
41,1.0,5.0,24.270076328388278,24.814742789202388,35.07968218029751,0.5607421185024559,5.675237625638185,848.1486666097637,1692.5502430529914,0.6834898151266284,3.308872459976434,,0.0,0.0,,,1693419.0638935827,18710766.648625765,0.009700529788219774,0.009113937662715014,0.0229592071135543,4719.373968184955,4.124155689139419,5.975283521651353,0.036568079417447524,2.0,0.05,0.01,0.25,5.0,3.0
42,1.0,5.0,24.29876492888096,24.995133063295388,38.30637613668216,1.8940033748177107,5.0466334178020995,834.6611793552174,0.0,1.0,4.0,3.1526163170707777,27.644242065495515,1942.2039416292087,,,1354510.0564205553,7471649.508398212,0.01014779635276045,0.008954464692280156,0.015100736515961027,7068.59135034343,5.392560822162891,9.410227597129673,0.06994243586552115,2.0,0.05,0.01,0.25,5.0,3.0
43,1.0,5.0,24.699135896404172,25.415033096657037,33.12008666606444,3.057437058886917,2.0315918273934486,1028.3296673583775,0.0,1.0,4.0,,0.0,0.0,3.2636852551482987,23.244026962422964,3021239.559303743,15966109.558924548,0.011689307749752494,0.010164429041780356,0.018473094026431748,8858.228627229786,3.886248434213563,3.7209472396289573,0.03228670301661003,2.0,0.05,0.01,0.25,5.0,3.0
44,1.0,5.0,23.74698554195986,25.298653731488933,28.4996779437756,1.6304401227139373,5.768605129189441,1137.4243511148175,0.0,1.0,4.0,,0.0,0.0,2.7056785516991395,24.63359712737878,2383365.945995655,11042221.288129464,0.013468116021676923,0.00996113676263842,0.03005994469863243,9688.182828989993,3.5882534575392038,5.41655016320403,0.06689448860115214,2.0,0.05,0.01,0.25,5.0,3.0
45,1.0,5.0,24.291997450292346,27.709836829536496,28.703470870966125,0.13645044361565878,5.5423272070091105,311.81697620579206,0.0,1.0,4.0,,0.0,0.0,,,2400950.5833377233,18569519.92052712,0.018622637118057443,0.009125555078700588,0.030075914376200382,9210.640550708398,8.641092804824067,7.861167146052831,0.05238603751149661,2.0,0.05,0.01,0.25,5.0,3.0
46,1.0,5.0,23.6101421930669,23.5847812194562,37.7619402661798,0.013069847182265837,6.980286378810473,908.5977035522031,0.0,1.0,4.0,,0.0,0.0,1.2633832431843195,21.57767717749374,1952088.6526376018,10529717.240583315,0.009461572656373237,0.007811281765411636,0.02932514922858391,9184.866561978026,6.23821731959432,5.78429034149837,0.047834339962992994,2.0,0.05,0.01,0.25,5.0,3.0
47,1.0,5.0,22.838196460138764,23.66190429674807,32.213755286277795,0.75251413074558,6.030590975667709,1398.0362949558482,0.0,1.0,4.0,,0.0,0.0,1.701260244437211,21.11109582646493,1313259.4936944759,13058049.662085606,0.012502391359823516,0.010974588669263239,0.012895707659860206,5926.131095018565,11.518538897680003,9.00928610846535,0.03266582011379162,2.0,0.05,0.01,0.25,5.0,3.0
48,1.0,5.0,24.431737840458766,23.571694554320427,28.59099314152114,2.807128022990493,7.266148199897201,321.27788958875135,951.4910176837234,1.5942778906528368,4.760798467916208,,0.0,0.0,,,2846382.596240404,12777130.637520043,0.01899951869675886,0.006917317125431512,0.026141113753626367,8140.3686876770425,6.988361906184398,5.79574160030863,0.03684821010986433,2.0,0.05,0.01,0.25,5.0,3.0
