ordinal,repeat_seed,scenario_index,noise_seed,dt_minutes,duration_hours,setpoint_c,initial_zone_c,outdoor_c,outdoor_amplitude_c,outdoor_peak_hour,internal_load_w,occupied_load_add_w,occupied_start_hour,occupied_end_hour,door_open_hour,door_open_duration_minutes,door_open_load_w,setpoint_change_hour,setpoint_after_c,c_zone_j_per_k,c_wall_j_per_k,r_out_zone_k_per_w,r_zone_wall_k_per_w,r_out_wall_k_per_w,cooling_capacity_w,actuator_delay_minutes,actuator_tau_minutes,sensor_noise_std_c,sensor_filter_tau_minutes,command_slew_rate_per_minute,command_quantization,minimum_running_command,minimum_on_minutes,minimum_off_minutes,integration_substeps
41,621,9,700047,1.0,5.0,23.523225511636305,19.842277619661704,33.132531601632195,0.6806489093330896,3.185273453003928,797.353767611158,0.0,1.0,4.0,,0.0,0.0,0.42113378786793276,22.298554427376796,1993571.7890178193,14794195.126837322,0.010856569361740943,0.0059324132224055455,0.018845353190731055,8881.454572560624,8.180352778074944,7.39171742140268,0.04621264554936011,2.0,0.05,0.01,0.25,5.0,3.0,6
42,621,10,700048,1.0,5.0,24.56302752003076,25.254985203804026,34.757300719949654,3.312942310891307,4.933776484944769,1017.3264207842777,1655.6566409852812,2.018500415882602,4.52967689762197,,0.0,0.0,,,2445352.512742685,14130181.169122918,0.012994685667762079,0.004614177819273353,0.01215871961775296,7853.072783932164,9.05188805361485,8.058952187481305,0.06583461724697817,2.0,0.05,0.01,0.25,5.0,3.0,6
43,621,11,700049,1.0,5.0,25.23105052242499,21.276125423351104,32.29170756619382,2.3200053860868133,4.158686277688856,1197.800466147556,0.0,1.0,4.0,,0.0,0.0,0.3006646054722242,24.278889181528054,1283224.661016178,10316966.026830204,0.01721586136617067,0.007689042242104758,0.024139858954297835,7413.611794638424,9.446341902974671,9.667084850529356,0.03420767315354138,2.0,0.05,0.01,0.25,5.0,3.0,6
44,621,12,700050,1.0,5.0,24.339493240560138,24.48202067380962,28.490346054137284,0.8396877053050518,2.480613214147971,810.1807571926179,0.0,1.0,4.0,3.3822744145107917,37.5574227623544,2273.2404785805693,,,2390508.299092822,19009927.778377503,0.011425689074129549,0.006270011265973893,0.022092412596397333,9801.20357423045,6.652156532318275,6.627772087375324,0.03624705352755357,2.0,0.05,0.01,0.25,5.0,3.0,6
45,621,13,700051,1.0,5.0,23.25395263762188,26.017680396472045,29.758038176130295,2.534548734387445,3.1349722998822225,1747.796853498737,0.0,1.0,4.0,,0.0,0.0,1.289283170325295,25.0437998610221,2453445.7352740094,9777500.366752813,0.01639084265000778,0.007388534478254578,0.02151159685781945,8264.868500622046,11.46847718069505,3.1756958670761595,0.0455874474158768,2.0,0.05,0.01,0.25,5.0,3.0,6
46,621,14,700052,1.0,5.0,24.539307339563983,27.642590837525123,30.722157117287544,2.229301487571187,2.2225226768147923,1376.6735878606275,0.0,1.0,4.0,,0.0,0.0,,,2024282.868788308,18865315.8070016,0.013035617524461942,0.005098471056884663,0.018539718197343538,10193.657373667604,7.827754279297084,7.162295183866415,0.03127372489270565,2.0,0.05,0.01,0.25,5.0,3.0,6
47,621,15,700053,1.0,5.0,24.423883822752668,22.524049795668375,31.400880947370776,0.3272706926461413,3.460022694174183,1108.4151852306302,0.0,1.0,4.0,,0.0,0.0,,,2377185.959624688,8279975.02054405,0.014390368319144281,0.004911812703850096,0.017282396008674584,5425.3474293389845,10.376269378343778,2.984120959089391,0.04383003713500773,2.0,0.05,0.01,0.25,5.0,3.0,6
48,621,16,700054,1.0,5.0,24.542135564357054,24.38736805494711,37.7664246314519,2.192079699626871,7.675444678197561,510.0150317888517,0.0,1.0,4.0,,0.0,0.0,3.022765125521672,22.676786764445442,2697846.969520311,20177015.628622524,0.009929512212614027,0.0062843962471788115,0.013060801699517257,6401.994490718319,2.725008725364119,5.304135047248316,0.035172563663976295,2.0,0.05,0.01,0.25,5.0,3.0,6
49,631,1,700055,1.0,5.0,25.231267691291606,27.59315055277044,31.85144971052392,2.83357230967208,6.882715391069117,1584.1569200661693,0.0,1.0,4.0,,0.0,0.0,2.29797396695613,26.143585545039407,2494367.051324359,7505983.660043347,0.010634530410074589,0.007614364691311057,0.028071063919265456,10461.65785355448,3.481272171455832,7.431984236703736,0.03360162798117621,2.0,0.05,0.01,0.25,5.0,3.0,6
50,631,2,700056,1.0,5.0,22.517216566875987,21.426178777598754,36.98750127563335,0.5118410626308312,3.504343623188182,1215.998404305079,0.0,1.0,4.0,,0.0,0.0,,,2816385.5877471026,13501511.261972383,0.014998639373930136,0.006563452383282503,0.028985259969961628,5607.327087107935,7.84734289930838,4.931091962948342,0.04672657332445725,2.0,0.05,0.01,0.25,5.0,3.0,6
51,631,3,700057,1.0,5.0,24.73293685977172,27.431492010334587,34.62116337676896,1.1211766100093417,4.856574908820611,660.7079720499368,0.0,1.0,4.0,,0.0,0.0,,,2759238.58109912,8561273.399910212,0.016014454678013976,0.008199880689048193,0.030219276234984972,7928.3065105678115,11.949383272984676,5.629967926587712,0.04353103216662303,2.0,0.05,0.01,0.25,5.0,3.0,6
52,631,4,700058,1.0,5.0,22.731442505976784,23.80843638596212,32.46844066918947,3.227298061054798,7.524270501480673,621.8236385752894,2209.359240970607,1.489799032086013,3.714834535926378,,0.0,0.0,,,1463493.6676210961,17893812.4522256,0.018022082285325612,0.004875908648473511,0.01903241229579842,4952.116674431611,4.473705096339668,8.444882135995883,0.049887266891704904,2.0,0.05,0.01,0.25,5.0,3.0,6
53,631,5,700059,1.0,5.0,22.85644982637757,23.910957284295126,29.052710598774077,2.2895560526684053,4.289914363994337,980.1722432050478,0.0,1.0,4.0,,0.0,0.0,,,1888915.1177839404,14318691.731427237,0.018976421035720316,0.010155571961366731,0.022491219387156973,10170.088377907166,5.710152740768228,4.405162800469468,0.04840210931970189,2.0,0.05,0.01,0.25,5.0,3.0,6
54,631,6,700060,1.0,5.0,23.201200312127717,21.1310136455186,34.43516357462687,0.8618413477034268,2.9774429674478387,355.7705467074969,0.0,1.0,4.0,,0.0,0.0,,,1933320.8467882755,14739318.914814219,0.01398473071821499,0.008615943951685134,0.024114613719936166,4898.582054315667,6.21812361836861,6.859892468205502,0.06337755964540007,2.0,0.05,0.01,0.25,5.0,3.0,6
55,631,7,700061,1.0,5.0,23.63992158548216,20.02241227559702,37.567933628364365,2.034119611783849,5.304839952338826,1832.6197021530627,0.0,1.0,4.0,,0.0,0.0,0.420838993377702,22.695382758709794,1547416.0765857087,8438103.158376671,0.012711763844349983,0.007682754031245478,0.021795563186016907,9752.406323677304,6.72342092452304,4.344631510537004,0.044854278864985324,2.0,0.05,0.01,0.25,5.0,3.0,6
56,631,8,700062,1.0,5.0,25.422369486679372,26.26955696157312,34.84386727341587,0.632884917798805,7.257827360705599,948.619311029985,0.0,1.0,4.0,,0.0,0.0,2.481038323444473,23.416720339570887,2641144.0595090957,18752759.43627326,0.015499482531715555,0.006722903846438426,0.015429673519181075,5126.1919068245725,11.089425374360435,9.09937586052256,0.07329268525978228,2.0,0.05,0.01,0.25,5.0,3.0,6
57,631,9,700063,1.0,5.0,24.36391176409923,24.270764110763544,35.343436363442486,0.9476132207247573,5.891155895364507,1547.2436907088615,0.0,1.0,4.0,0.9841439407410391,32.600213742044545,3342.2234345788643,,,2795159.5465392284,8006080.462678314,0.01273300133640472,0.007596896596511663,0.03159817539655394,8178.917659493,11.70236916635657,2.444744162657255,0.055707564463516226,2.0,0.05,0.01,0.25,5.0,3.0,6
58,631,10,700064,1.0,5.0,24.241264347849082,24.146204787628736,28.283533293244968,0.777363810790888,3.886575348110072,1081.9583527719592,1520.4048636836678,1.7024270356813953,3.458582955296836,,0.0,0.0,,,1667220.511623742,19778398.298256658,0.01351086339538415,0.008643205230951231,0.014173006564723133,8850.035990211853,7.628233254227565,6.370192103356084,0.06855450047030232,2.0,0.05,0.01,0.25,5.0,3.0,6
59,631,11,700065,1.0,5.0,24.73741249283895,25.338210835100913,37.04136707353069,2.0723842206648246,2.033253060435352,772.2076055835362,0.0,1.0,4.0,,0.0,0.0,0.8443734113075947,23.78933462155648,1109336.8088525287,8393840.735740207,0.008088071948055317,0.009476828638283748,0.02460699695237214,7361.272514868615,3.8724644699019377,3.304784783209252,0.0467836030080163,2.0,0.05,0.01,0.25,5.0,3.0,6
60,631,12,700066,1.0,5.0,24.30975687805779,25.428711353813288,31.762157827553054,0.8510593405107071,3.2903087487286484,963.6764664445536,0.0,1.0,4.0,,0.0,0.0,3.403772685680927,25.61393353746891,2727655.9160758154,20836112.763895385,0.009747812973809191,0.008180811397246218,0.017209197669877156,9794.405466463377,9.717504750192585,9.093112445856747,0.06044468743213043,2.0,0.05,0.01,0.25,5.0,3.0,6
61,631,13,700067,1.0,5.0,23.820409821465734,22.68358858396319,34.503405317440624,0.5319571261319072,6.290870337010299,1557.575409049345,0.0,1.0,4.0,,0.0,0.0,,,1975296.8521064394,13814138.983204443,0.009569864229188959,0.00629507826396902,0.02627744943544482,10039.907124873665,6.874962173651058,5.057053980695855,0.03803522127250263,2.0,0.05,0.01,0.25,5.0,3.0,6
62,631,14,700068,1.0,5.0,22.52242458958188,17.89730288330285,28.10177070876979,1.2824422037735321,7.46445421380293,1023.1770239819579,0.0,1.0,4.0,,0.0,0.0,0.2678150568836901,21.42711031143931,2610957.5844657924,13413692.715497185,0.010404528474587303,0.007836642677833823,0.013519077637169963,5576.475685459592,2.6057764297527535,2.3886000747792684,0.0486823405735707,2.0,0.05,0.01,0.25,5.0,3.0,6
63,631,15,700069,1.0,5.0,24.359817971457627,29.643588812500887,30.36932308737319,0.5245848849405343,7.73990226258442,826.809543436632,0.0,1.0,4.0,,0.0,0.0,,,3112101.3558956664,16612836.052366199,0.019520790651687513,0.009907973922235188,0.020643452009242877,6904.77948746581,10.256605480614432,5.26159076572426,0.039820459641770355,2.0,0.05,0.01,0.25,5.0,3.0,6
64,631,16,700070,1.0,5.0,25.487373490231803,25.74443495747296,36.07230260363109,2.810048815019866,5.47445093909242,1403.9521079347605,0.0,1.0,4.0,2.179243461726241,33.419041587943724,3636.861531047923,,,1415969.1871102112,11691656.083730727,0.012520108393826536,0.005438904178132355,0.015873781760563085,8152.616865300659,5.841317353185747,6.70043743992249,0.05150640955480234,2.0,0.05,0.01,0.25,5.0,3.0,6
65,641,1,700071,1.0,5.0,23.026609223822923,22.735457275526027,28.27572326401777,3.0045277054106108,5.535387728898221,963.2666444574104,2479.0627928175013,2.3727741589277636,4.272641561549697,,0.0,0.0,,,2740959.1278766785,10430859.370411657,0.01567520158294998,0.008310902988944394,0.015371228247226433,5785.129380436677,11.894958137325547,9.261905410181338,0.05042837636237832,2.0,0.05,0.01,0.25,5.0,3.0,6
66,641,2,700072,1.0,5.0,24.87885178290183,25.0105389154987,32.01690476912023,1.755714281071951,7.877590293834109,975.6781048592633,0.0,1.0,4.0,,0.0,0.0,1.984953853595721,23.759511026401267,3160432.7339956556,10438283.374734623,0.016889591427446046,0.004267704287789321,0.014849433469799906,9076.737127793469,4.412687925148115,4.57573109265508,0.07202650961473002,2.0,0.05,0.01,0.25,5.0,3.0,6
