scenario,dt_minutes,duration_hours,setpoint_c,initial_zone_c,outdoor_c,outdoor_amplitude_c,outdoor_peak_hour,internal_load_w,occupied_load_add_w,occupied_start_hour,occupied_end_hour,door_open_hour,door_open_duration_minutes,door_open_load_w,setpoint_change_hour,setpoint_after_c,c_zone_j_per_k,c_wall_j_per_k,r_out_zone_k_per_w,r_zone_wall_k_per_w,r_out_wall_k_per_w,cooling_capacity_w,actuator_delay_minutes,actuator_tau_minutes,sensor_noise_std_c,sensor_filter_tau_minutes,command_slew_rate_per_minute,command_quantization,minimum_running_command,minimum_on_minutes,minimum_off_minutes
15,1.0,5.0,24.93759055409808,28.22514392941021,29.422016639060246,1.5407522984917368,5.83032843581426,1607.2834865787977,0.0,1.0,4.0,,0.0,0.0,,,2602765.974460258,12149095.997273322,0.013733527166124585,0.00955168771123651,0.03050734924495918,4652.783420191675,6.12642706196708,7.484083104006615,0.04436141150329673,2.0,0.05,0.01,0.25,5.0,3.0
16,1.0,5.0,23.000228441229662,23.696111676100013,31.92158791172761,0.7309099582125417,7.8013233349208,1639.6901803550725,0.0,1.0,4.0,,0.0,0.0,1.6110639138958471,21.75664431458096,3058696.263070656,8342660.762906819,0.01052756204178831,0.006408782275325774,0.027934136878450127,7964.614937296046,9.765204091334077,5.184403482590753,0.034086664292882464,2.0,0.05,0.01,0.25,5.0,3.0
17,1.0,5.0,23.255275158485922,18.887736172047696,33.339984651376355,1.3741937311413348,7.605968925687549,1514.2217357682403,0.0,1.0,4.0,,0.0,0.0,0.3295438310254843,22.053477221430274,2493180.6913090195,21767100.164283834,0.01974013469494964,0.006453363861164721,0.03176523844348027,6358.691792395666,7.824237855091274,4.820786554613653,0.07416147669960231,2.0,0.05,0.01,0.25,5.0,3.0
18,1.0,5.0,23.922851882117804,25.41112253966199,30.518773442432078,2.3431755139961115,5.052209975580375,459.30911188969236,0.0,1.0,4.0,,0.0,0.0,1.8236290632937682,25.25151235241553,2353365.584760978,14001813.401240744,0.017235664174730016,0.0065657603196363,0.028712421949424825,4511.473246595028,9.399400498948323,8.92054963890469,0.056122391111917885,2.0,0.05,0.01,0.25,5.0,3.0
19,1.0,5.0,24.083698630578308,25.856191301153977,33.183299039537125,2.589003252845086,2.1090953440147753,1745.4946293162018,1066.3285776168693,1.7970548444692858,4.279035861506837,,0.0,0.0,,,2642625.4992172746,18113030.6533691,0.012034311474192327,0.008305467829599386,0.014138727088670186,7045.517309545008,9.629081678129197,5.9372961547510625,0.06729396204733798,2.0,0.05,0.01,0.25,5.0,3.0
20,1.0,5.0,25.197172864027387,25.04859581042764,29.506657777350224,1.4655691743928783,5.649358326640659,1858.5352197238105,0.0,1.0,4.0,,0.0,0.0,3.6589465169623825,23.496269117017707,1750472.3269411512,19654021.993238628,0.010647582939563572,0.007902898284262,0.020511456002099596,9873.11032214899,3.681287979566485,7.136689070983276,0.06156820278286535,2.0,0.05,0.01,0.25,5.0,3.0
21,1.0,5.0,23.487606440266696,26.390875988489952,31.856032810964976,2.9021794370326592,4.656230264199342,773.5610119050976,0.0,1.0,4.0,,0.0,0.0,1.5475587390908156,25.62023534923152,1407688.2863163431,20364607.32978391,0.01059386218782255,0.010208560531117836,0.016783725107683646,7878.297179593252,7.079711351980988,6.272581998551352,0.04822481792635101,2.0,0.05,0.01,0.25,5.0,3.0
22,1.0,5.0,23.76858455987072,23.561140039122726,29.581849091220295,1.6991054962184358,5.37271558537335,1181.0801944008722,0.0,1.0,4.0,1.5827258320732134,41.37156464863611,3406.9507861700977,,,2606004.3220227156,9924084.312353969,0.009352150172556702,0.005271920581624359,0.02675175109754683,7968.86315325378,6.786601465043157,6.290142031223154,0.03997355735825704,2.0,0.05,0.01,0.25,5.0,3.0
23,1.0,5.0,23.58198522316774,24.18520371346076,34.82762071855852,2.9870998708780623,3.2106748066424378,730.8849295006345,0.0,1.0,4.0,,0.0,0.0,1.454055911257208,22.123005684230755,1979095.8345449872,14689007.261022191,0.011647203595816957,0.006339721819008267,0.0168536550151155,6084.7236851888165,4.272766562549144,4.33851103376222,0.06023555736299383,2.0,0.05,0.01,0.25,5.0,3.0
24,1.0,5.0,23.692696532733972,26.831200688715047,29.922748542564324,2.611560485661846,5.16454416387794,1232.35652426881,0.0,1.0,4.0,,0.0,0.0,0.9094666928240933,24.901536132444054,1603076.763079597,7223441.674338891,0.01414866326330504,0.005539443832350683,0.02949999539095907,7143.767084788884,2.679066062590868,2.27769225581301,0.03352873756126308,2.0,0.05,0.01,0.25,5.0,3.0
25,1.0,5.0,23.798546366678178,19.17407379984961,29.854295117065178,0.30575429626107303,7.242181813564983,467.328011205635,0.0,1.0,4.0,,0.0,0.0,0.2240906525327414,22.85798912225041,2810196.5813417896,16144466.394674247,0.01945943486731344,0.010083080888700916,0.01328742776180215,10196.851891843025,5.995517049503446,4.502721779983429,0.05402910076683137,2.0,0.05,0.01,0.25,5.0,3.0
26,1.0,5.0,24.455232808742217,25.526347355756766,31.15131962918408,1.9382725633014624,7.835333055865813,1649.4014006899033,0.0,1.0,4.0,1.538204711090191,45.065860756832365,2681.242304669399,,,1590746.595271899,12027208.774873562,0.008347634286687626,0.0046187390948235095,0.025612140155348434,4703.455590793348,9.213646541223735,6.194268877493153,0.057846564032078905,2.0,0.05,0.01,0.25,5.0,3.0
27,1.0,5.0,23.805168819257602,18.842294340911117,31.799962628129023,1.5780489777219033,2.0905369163536367,1144.8949245073422,0.0,1.0,4.0,,0.0,0.0,0.3921669498690902,22.593955347886137,3105728.374861029,8045734.268439408,0.01278540982085631,0.010807664847209065,0.02766697364797037,6940.429605305382,3.725920658073239,3.6985059685839596,0.06857747523007865,2.0,0.05,0.01,0.25,5.0,3.0
28,1.0,5.0,25.487652488617176,24.94868203507533,37.15530325870892,2.015195976227684,2.160390644968938,985.892935303677,2248.7744840995147,2.4642124499062783,4.062691597739709,,0.0,0.0,,,2880131.6042114575,9616384.657086821,0.01565687737302425,0.004234013297407469,0.01886115550525761,6704.430266684786,5.815308171794637,8.261548005501298,0.05902578908846034,2.0,0.05,0.01,0.25,5.0,3.0
29,1.0,5.0,22.624583833462736,22.52023056897142,28.384308603707783,0.5602908473326037,4.897501494176817,1783.843504690927,0.0,1.0,4.0,,0.0,0.0,1.3689839380814033,21.013623973966066,1915520.844779352,8690227.230298955,0.010323534351505076,0.004302598471487768,0.014664952622498234,8692.709385470906,8.414255437697085,2.0152001109234305,0.05600083355190662,2.0,0.05,0.01,0.25,5.0,3.0
30,1.0,5.0,23.847797023955003,24.850383751510698,35.71146505044475,2.331799990088127,2.9537350253306687,1183.1290338318936,1012.0475027359495,2.4885375635273834,3.487446127760196,,0.0,0.0,,,1397280.825295254,19910990.10414581,0.015181891946528523,0.008455946143294868,0.02549909070103676,10213.824367472513,9.070347557156339,4.687554139175236,0.026762103388103232,2.0,0.05,0.01,0.25,5.0,3.0
31,1.0,5.0,24.961423650708703,28.148200710429876,38.369337842973984,3.4009894242539467,4.8433915068953235,749.5185334386181,0.0,1.0,4.0,,0.0,0.0,3.2805087646144626,26.85438031471352,3010864.809492645,12784835.915563447,0.009206129451381736,0.008891630574439622,0.030914830931561277,10123.306204419252,5.2410907140947876,9.098712060699654,0.07150775531464088,2.0,0.05,0.01,0.25,5.0,3.0
32,1.0,5.0,24.852411296272937,24.532336116278035,35.66787966896706,0.20690681387239462,5.5657522655823595,1141.1386232003995,1250.0149711129934,0.925033124994525,4.616307054513204,,0.0,0.0,,,1611966.803461912,19121800.37399338,0.01931404409779547,0.009569187385622822,0.01838660980517457,7192.709307119075,7.056104161644402,3.7285157396682074,0.038776996161965435,2.0,0.05,0.01,0.25,5.0,3.0
33,1.0,5.0,23.12258524275091,23.41985602335027,29.579397825959912,1.341419743220444,2.663596763228325,408.13525110008527,0.0,1.0,4.0,2.029349930253607,26.5953117354726,4181.869069033142,,,1244168.2221135392,11613300.569200315,0.011684772766662419,0.008586435335499966,0.023570177636100115,8140.8633947889175,11.384272757807782,3.966256503648128,0.048545166146111665,2.0,0.05,0.01,0.25,5.0,3.0
34,1.0,5.0,23.535936611546976,27.347015716214187,28.677672300521227,1.3624971753085307,4.028890683404755,1051.7495492146227,0.0,1.0,4.0,,0.0,0.0,3.693924892006679,25.623990481617,2962141.477439816,18014621.484504856,0.01820616715359746,0.009797681214243414,0.015916567105892072,5229.5153689509225,3.3906392086758257,5.943962199724804,0.026049807029935614,2.0,0.05,0.01,0.25,5.0,3.0
35,1.0,5.0,25.058915052140037,22.33146625004516,36.25232325680383,0.22377361358015702,4.815119613175151,1654.7835707639852,0.0,1.0,4.0,,0.0,0.0,,,2993512.1243033432,11157879.417427745,0.011646943629998744,0.007982773816347672,0.024828414037206606,5946.882710420169,4.389397798205017,5.7625375386825155,0.05120493755985438,2.0,0.05,0.01,0.25,5.0,3.0
36,1.0,5.0,24.940545496793185,25.933623382306543,34.60075746819461,0.07061628565342348,5.174082696581531,793.5146114880906,0.0,1.0,4.0,,0.0,0.0,,,2108173.632255301,20989974.908270277,0.011999427805250797,0.0053227548303847625,0.02602200283250758,8944.846446774318,9.54583954576387,8.068793112291376,0.0394705568959058,2.0,0.05,0.01,0.25,5.0,3.0
37,1.0,5.0,23.9906377338297,19.967782622866572,36.25632562331407,1.2323685603272168,6.558010437645269,1807.6912386831293,0.0,1.0,4.0,,0.0,0.0,0.27285486572829576,23.100923871319768,3027221.894775124,13684161.678283168,0.019792675767995274,0.010788105492551343,0.02044307236380439,6126.805896159938,5.5327610155269085,9.252939983496708,0.044523385892356396,2.0,0.05,0.01,0.25,5.0,3.0
38,1.0,5.0,24.689695485794154,28.503477748204496,38.361131189580405,2.4287657823007747,5.848749325269384,395.4432960716387,0.0,1.0,4.0,,0.0,0.0,,,2550094.038523872,20835962.78519824,0.013708198130251696,0.006368734836902864,0.024037656105404953,8883.766557225,3.122625944655086,2.8690262380657963,0.05686306439294361,2.0,0.05,0.01,0.25,5.0,3.0
39,1.0,5.0,23.292443607277406,18.64581606700002,31.478740153564818,0.8866336173895215,5.748247938007613,1808.2790668945727,0.0,1.0,4.0,,0.0,0.0,0.4117490560051114,22.022142148830387,3085687.266819114,18728913.424110033,0.0083774706003559,0.0056260111394495545,0.02592550651642834,6843.946302227609,2.993374587694996,9.778443641317873,0.032156368246595,2.0,0.05,0.01,0.25,5.0,3.0
40,1.0,5.0,25.27211973542952,25.335221527464586,30.127808647759856,1.343035687404988,6.193249843752369,1671.4712370128332,0.0,1.0,4.0,,0.0,0.0,1.6165308452885236,23.07526322423628,1351903.4720510736,12802829.675944835,0.01795141998224334,0.006683614110262555,0.02597806880097822,6867.25920684955,8.657079240064277,6.093640035032548,0.04269072991312325,2.0,0.05,0.01,0.25,5.0,3.0
41,1.0,5.0,24.641900337787902,19.667365259244754,37.88936826789411,3.049873784738885,6.419031416920598,473.1631154964955,0.0,1.0,4.0,,0.0,0.0,0.26931795913378154,23.565062580405453,1994997.0993378651,8836269.41311704,0.015240471453490141,0.008921482847919614,0.02427078247329443,4543.872422417038,3.015310428316151,4.4232204830415975,0.0547084966293082,2.0,0.05,0.01,0.25,5.0,3.0
42,1.0,5.0,24.757094299946452,23.795563655358976,37.70787369085363,2.2899000240624336,5.252375292532792,436.35908844145774,2308.158106582726,2.2175479248637577,4.7993982557284305,,0.0,0.0,,,3043494.7522121537,15780981.662720554,0.011772456128031758,0.009364618897942956,0.01445864728094725,5344.47806620602,11.958425989260917,8.562677421199687,0.07233842074292336,2.0,0.05,0.01,0.25,5.0,3.0
43,1.0,5.0,25.157383762164077,24.09321599827677,37.9900699228883,1.7419455755633972,3.4001650975526667,1060.6281828001997,0.0,1.0,4.0,,0.0,0.0,,,2491058.0010900423,18326839.268328667,0.013399648440119606,0.005718915142582062,0.027897626740271297,9671.310128442652,4.5249320441486045,4.360298435603967,0.03584532892996542,2.0,0.05,0.01,0.25,5.0,3.0
44,1.0,5.0,22.861169006330577,23.560465897537135,37.26378110958589,0.7649784344711489,6.052484433553535,1390.217750616533,2442.1391016038324,1.553791907672247,4.611107208427409,,0.0,0.0,,,1249862.0247763337,21719343.96998012,0.00866251001314271,0.008706074346045428,0.025823298235900512,5960.959470616286,9.1239727833885,8.191218444355016,0.05706728810291402,2.0,0.05,0.01,0.25,5.0,3.0
45,1.0,5.0,22.933578752018757,25.29757724975343,33.48408370753674,1.45327675724249,4.094886828305717,604.1302821835307,0.0,1.0,4.0,,0.0,0.0,0.9915612594310761,24.155613343458306,1787779.216363376,11967838.885559931,0.011689853295039989,0.004784719368751538,0.02324403402772317,8171.365818872532,3.6289707121200516,2.428299705094985,0.04901531261430504,2.0,0.05,0.01,0.25,5.0,3.0
46,1.0,5.0,22.547204328080095,23.75960697990318,31.089764112387087,0.3437289783243159,6.826427319654483,308.8160406843482,0.0,1.0,4.0,1.3678000747268309,37.70813224866325,3592.086224708256,,,2147118.8046408333,7629264.676546134,0.01974144286285376,0.009479478883273908,0.016851192651069283,9763.868232337669,4.844859346924561,7.774270194592679,0.04660658907313469,2.0,0.05,0.01,0.25,5.0,3.0
47,1.0,5.0,22.785808500332564,25.881889914523622,30.52858155417023,2.221469065789736,7.155251227916484,805.1837430671068,0.0,1.0,4.0,,0.0,0.0,,,1793726.1108377562,13646713.83301379,0.015267498543712024,0.009836596708156287,0.021346368863018245,8575.794769269738,9.295443070239093,5.62917307800687,0.03102618785112862,2.0,0.05,0.01,0.25,5.0,3.0
48,1.0,5.0,22.62698616426678,20.132284152396476,31.511991808716896,0.4502547851117268,2.6822483007879763,637.9288184077584,0.0,1.0,4.0,,0.0,0.0,,,2730116.282447761,18958619.86899039,0.010061459828539052,0.004979988569160531,0.01940086335452782,7677.849909920418,7.4236503166195025,5.040992267204561,0.04658284722608921,2.0,0.05,0.01,0.25,5.0,3.0
